"seqnames"	"start"	"end"	"width"	"strand"	"rep1_overlap"	"rep2_overlap"	"rep3_overlap"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENTREZID"	"SYMBOL"	"GENENAME"
"2"	85979228	85979228	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	2	85934535	85937548	3014	2	"ENSG00000287628"	"ENST00000657518"	-41680	NA	NA	NA
"2"	95551524	95551524	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	2	95546531	95547545	1015	1	"ENSG00000168992"	"ENST00000448855"	4993	NA	NA	NA
"2"	101038524	101038524	1	"-"	TRUE	TRUE	FALSE	"Exon (ENST00000376840/ENSG00000204634, exon 7 of 20)"	2	101028303	101032944	4642	2	"ENSG00000204634"	"ENST00000473937"	-5580	"11138"	"TBC1D8"	"TBC1 domain family member 8"
"2"	101232079	101232082	4	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000463469/ENSG00000204634, intron 1 of 4)"	2	101187824	101252855	65032	2	"ENSG00000204634"	"ENST00000462819"	20776	"11138"	"TBC1D8"	"TBC1 domain family member 8"
"2"	142931126	142931129	4	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000375773/ENSG00000115919, intron 4 of 11)"	2	142927659	142971393	43735	1	"ENSG00000115919"	"ENST00000613664"	3470	"8942"	"KYNU"	"kynureninase"
"2"	152676704	152676704	1	"-"	TRUE	TRUE	FALSE	"3' UTR"	2	152663131	152663855	725	2	"ENSG00000196504"	"ENST00000472760"	-12849	"55660"	"PRPF40A"	"pre-mRNA processing factor 40 homolog A"
"2"	169665060	169665086	27	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000447353/ENSG00000154479, intron 4 of 8)"	2	169658132	169661357	3226	2	"ENSG00000226072"	"ENST00000444170"	-3729	NA	NA	NA
"2"	170365731	170365765	35	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000409940/ENSG00000071909, intron 8 of 29)"	2	170344799	170351118	6320	2	"ENSG00000231898"	"ENST00000600489"	-14647	"101929753"	"MYO3B-AS1"	"MYO3B antisense RNA 1"
"2"	170365813	170365840	28	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000409940/ENSG00000071909, intron 8 of 29)"	2	170344799	170351118	6320	2	"ENSG00000231898"	"ENST00000600489"	-14722	"101929753"	"MYO3B-AS1"	"MYO3B antisense RNA 1"
"2"	172099192	172099196	5	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	2	172100557	172102900	2344	2	"ENSG00000115844"	"ENST00000466293"	3708	"1746"	"DLX2"	"distal-less homeobox 2"
"2"	174210939	174210961	23	"-"	FALSE	TRUE	TRUE	"Intron (ENST00000284719/ENSG00000138430, intron 4 of 10)"	2	174082010	174217946	135937	2	"ENSG00000138430"	"ENST00000429575"	7007	"29789"	"OLA1"	"Obg like ATPase 1"
"2"	191836565	191836610	46	"-"	TRUE	TRUE	TRUE	"Exon (ENST00000304141/ENSG00000168497, exon 2 of 2)"	2	191846539	192036759	190221	1	"ENSG00000233766"	"ENST00000424116"	-9974	NA	NA	NA
"2"	197581926	197581944	19	"-"	TRUE	FALSE	TRUE	"Intron (ENST00000295049/ENSG00000162944, intron 8 of 8)"	2	197572006	197617895	45890	2	"ENSG00000162944"	"ENST00000454447"	35969	"130132"	"RFTN2"	"raftlin family member 2"
"2"	201407470	201407536	67	"-"	TRUE	TRUE	TRUE	"Exon (ENST00000332624/ENSG00000115993, exon 3 of 16)"	2	201410544	201413308	2765	2	"ENSG00000213090"	"ENST00000392253"	5838	NA	NA	NA
"2"	230659323	230659323	1	"-"	TRUE	FALSE	TRUE	"Distal Intergenic"	2	230690065	230700340	10276	2	"ENSG00000226125"	"ENST00000660361"	41017	"151475"	"LINC01907"	"long intergenic non-protein coding RNA 1907"
"2"	237469620	237469620	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	2	237485428	237511050	25623	1	"ENSG00000115648"	"ENST00000422695"	-15808	"79083"	"MLPH"	"melanophilin"
"3"	14233075	14233099	25	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	14178817	14201122	22306	1	"ENSG00000170860"	"ENST00000306024"	54258	"27258"	"LSM3"	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"3"	14488271	14488271	1	"+"	TRUE	TRUE	TRUE	"3' UTR"	3	14472242	14484903	12662	1	"ENSG00000131389"	"ENST00000452151"	16029	"6533"	"SLC6A6"	"solute carrier family 6 member 6"
"3"	23736738	23736738	1	"+"	TRUE	TRUE	FALSE	"Distal Intergenic"	3	23805955	23807888	1934	1	"ENSG00000170142"	"ENST00000484048"	-69217	"7324"	"UBE2E1"	"ubiquitin conjugating enzyme E2 E1"
"3"	65608052	65608052	1	"+"	FALSE	TRUE	TRUE	"Intron (ENST00000330909/ENSG00000151276, intron 2 of 24)"	3	65360865	65597886	237022	2	"ENSG00000151276"	"ENST00000460329"	-10166	"9223"	"MAGI1"	"membrane associated guanylate kinase, WW and PDZ domain containing 1"
"3"	101638374	101638377	4	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	101647421	101647522	102	1	"ENSG00000201511"	"ENST00000364641"	-9044	NA	NA	NA
"3"	110505092	110505093	2	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	110527482	110529582	2101	2	"ENSG00000240895"	"ENST00000474711"	24489	NA	NA	NA
"3"	145334127	145334130	4	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	145523538	145524415	878	1	"ENSG00000244024"	"ENST00000481075"	-189408	NA	NA	NA
"3"	145334248	145334251	4	"+"	TRUE	TRUE	FALSE	"Distal Intergenic"	3	145523538	145524415	878	1	"ENSG00000244024"	"ENST00000481075"	-189287	NA	NA	NA
"3"	155906159	155906160	2	"+"	TRUE	FALSE	TRUE	"Exon (ENST00000295920/ENSG00000163655, exon 3 of 14)"	3	155895413	155910810	15398	1	"ENSG00000163655"	"ENST00000476145"	10746	"8833"	"GMPS"	"guanine monophosphate synthase"
"3"	163499865	163499868	4	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	163475067	163479365	4299	1	"ENSG00000240792"	"ENST00000477099"	24798	NA	NA	NA
"3"	170699710	170699710	1	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000486975/ENSG00000285218, intron 2 of 3)"	3	170692014	170733921	41908	2	"ENSG00000286695"	"ENST00000660477"	34211	NA	NA	NA
"3"	184171372	184171372	1	"+"	TRUE	FALSE	TRUE	"3' UTR"	3	184174689	184184091	9403	1	"ENSG00000161203"	"ENST00000382456"	-3317	"1173"	"AP2M1"	"adaptor related protein complex 2 subunit mu 1"
"3"	189596746	189596746	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	3	189631389	189897276	265888	1	"ENSG00000073282"	"ENST00000264731"	-34643	"8626"	"TP63"	"tumor protein p63"
"3"	193657198	193657201	4	"+"	TRUE	FALSE	TRUE	"3' UTR"	3	193662891	193668931	6041	1	"ENSG00000198836"	"ENST00000445863"	-5690	"4976"	"OPA1"	"OPA1 mitochondrial dynamin like GTPase"
"3"	14252856	14252954	99	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	14272373	14303845	31473	2	"ENSG00000255021"	"ENST00000525575"	50989	NA	NA	NA
"3"	20195538	20195538	1	"-"	TRUE	FALSE	TRUE	"Intron (ENST00000634618/ENSG00000231304, intron 2 of 16)"	3	20186365	20289423	103059	1	"ENSG00000231304"	"ENST00000635369"	9173	"100874028"	"SGO1-AS1"	"SGO1 antisense RNA 1"
"3"	50606884	50606884	1	"-"	FALSE	TRUE	TRUE	"3' UTR"	3	50611520	50613900	2381	1	"ENSG00000114738"	"ENST00000486712"	-4636	"7867"	"MAPKAPK3"	"MAPK activated protein kinase 3"
"3"	50607079	50607093	15	"-"	TRUE	FALSE	TRUE	"3' UTR"	3	50611520	50613900	2381	1	"ENSG00000114738"	"ENST00000486712"	-4441	"7867"	"MAPKAPK3"	"MAPK activated protein kinase 3"
"3"	85504409	85504475	67	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000383699/ENSG00000175161, intron 1 of 9)"	3	85385710	85385792	83	1	"ENSG00000264084"	"ENST00000580619"	118765	"100847077"	"MIR5688"	"microRNA 5688"
"3"	85504978	85504999	22	"-"	TRUE	TRUE	FALSE	"Intron (ENST00000383699/ENSG00000175161, intron 1 of 9)"	3	85385710	85385792	83	1	"ENSG00000264084"	"ENST00000580619"	119289	"100847077"	"MIR5688"	"microRNA 5688"
"3"	101634521	101634567	47	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	101628310	101628406	97	2	"ENSG00000212319"	"ENST00000391017"	-6161	NA	NA	NA
"3"	101634699	101634758	60	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	101628310	101628406	97	2	"ENSG00000212319"	"ENST00000391017"	-6352	NA	NA	NA
"3"	101637600	101637658	59	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	101628310	101628406	97	2	"ENSG00000212319"	"ENST00000391017"	-9252	NA	NA	NA
"3"	101682861	101682861	1	"-"	FALSE	TRUE	TRUE	"Exon (ENST00000464595/ENSG00000114391, exon 3 of 5)"	3	101681123	101685889	4767	2	"ENSG00000114391"	"ENST00000488288"	3028	"6152"	"RPL24"	"ribosomal protein L24"
"3"	121647447	121647447	1	"-"	FALSE	TRUE	TRUE	"Exon (ENST00000314583/ENSG00000180353, exon 4 of 14)"	3	121631400	121644183	12784	2	"ENSG00000180353"	"ENST00000473883"	-3264	"3059"	"HCLS1"	"hematopoietic cell-specific Lyn substrate 1"
"3"	129169772	129169773	2	"-"	TRUE	FALSE	TRUE	"3' UTR"	3	129163606	129163940	335	2	"ENSG00000273437"	"ENST00000609183"	-5833	NA	NA	NA
"3"	129169848	129169848	1	"-"	TRUE	FALSE	TRUE	"3' UTR"	3	129163606	129163940	335	2	"ENSG00000273437"	"ENST00000609183"	-5908	NA	NA	NA
"3"	129169997	129169997	1	"-"	TRUE	FALSE	TRUE	"3' UTR"	3	129163606	129163940	335	2	"ENSG00000273437"	"ENST00000609183"	-6057	NA	NA	NA
"3"	141970101	141970101	1	"-"	TRUE	TRUE	FALSE	"3' UTR"	3	141952829	141963835	11007	2	"ENSG00000114126"	"ENST00000474279"	-6266	"7029"	"TFDP2"	"transcription factor Dp-2"
"3"	156822068	156822068	1	"-"	TRUE	FALSE	TRUE	"Distal Intergenic"	3	156825481	156852840	27360	1	"ENSG00000197980"	"ENST00000465728"	-3413	"389170"	"LEKR1"	"leucine, glutamate and lysine rich 1"
"3"	165918035	165918035	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	165772905	165837462	64558	2	"ENSG00000114200"	"ENST00000482958"	-80573	"590"	"BCHE"	"butyrylcholinesterase"
"3"	182952647	182952647	1	"-"	TRUE	TRUE	FALSE	"Intron (ENST00000292782/ENSG00000043093, intron 4 of 6)"	3	182950783	182956307	5525	2	"ENSG00000244346"	"ENST00000460975"	3660	NA	NA	NA
"3"	195446244	195446249	6	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	3	195441793	195443044	1252	2	"ENSG00000114331"	"ENST00000490224"	-3205	"23527"	"ACAP2"	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"3"	197484593	197484593	1	"-"	FALSE	TRUE	TRUE	"Distal Intergenic"	3	197505262	197506986	1725	2	"ENSG00000272989"	"ENST00000608206"	22393	NA	NA	NA
"4"	56359	56359	1	"+"	TRUE	FALSE	TRUE	"Intron (ENST00000608255/ENSG00000272602, intron 1 of 1)"	4	53329	60514	7186	1	"ENSG00000272602"	"ENST00000502981"	3030	"152687"	"ZNF595"	"zinc finger protein 595"
"4"	4030648	4030648	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	4	4076711	4077491	781	2	"ENSG00000243894"	"ENST00000485355"	46843	NA	NA	NA
"4"	40205739	40205739	1	"+"	TRUE	TRUE	FALSE	"Exon (ENST00000514143/ENSG00000168421, exon 2 of 3)"	4	40200345	40243252	42908	1	"ENSG00000168421"	"ENST00000503978"	5394	"399"	"RHOH"	"ras homolog family member H"
"4"	49161268	49161323	56	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	49203171	49203726	556	2	"ENSG00000249828"	"ENST00000512142"	42403	NA	NA	NA
"4"	49315057	49315057	1	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	49246601	49246915	315	1	"ENSG00000248946"	"ENST00000510932"	68456	NA	NA	NA
"4"	49321213	49321213	1	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	49246601	49246915	315	1	"ENSG00000248946"	"ENST00000510932"	74612	NA	NA	NA
"4"	49512866	49512866	1	"+"	TRUE	FALSE	TRUE	"Distal Intergenic"	4	49507764	49508806	1043	2	"ENSG00000250769"	"ENST00000514077"	-4060	NA	NA	NA
"4"	78715639	78715639	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	4	78669690	78691671	21982	2	"ENSG00000287632"	"ENST00000660086"	-23968	NA	NA	NA
"4"	78715756	78715797	42	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	78669690	78691671	21982	2	"ENSG00000287632"	"ENST00000660086"	-24085	NA	NA	NA
"4"	78716042	78716108	67	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	78669690	78691671	21982	2	"ENSG00000287632"	"ENST00000660086"	-24371	NA	NA	NA
"4"	143526280	143526280	1	"+"	TRUE	TRUE	FALSE	"Intron (ENST00000283131/ENSG00000153147, intron 5 of 23)"	4	143513472	143514635	1164	2	"ENSG00000245112"	"ENST00000500800"	-11645	"100128055"	"SMARCA5-AS1"	"SMARCA5 antisense RNA 1"
"4"	4274741	4274741	1	"-"	FALSE	TRUE	TRUE	"Exon (ENST00000343470/ENSG00000145220, exon 7 of 10)"	4	4267701	4268932	1232	2	"ENSG00000145220"	"ENST00000502917"	-5809	"55646"	"LYAR"	"Ly1 antibody reactive"
"4"	4279486	4279486	1	"-"	TRUE	TRUE	FALSE	"Exon (ENST00000343470/ENSG00000145220, exon 6 of 10)"	4	4267704	4290021	22318	2	"ENSG00000145220"	"ENST00000452476"	10535	"55646"	"LYAR"	"Ly1 antibody reactive"
"4"	8490762	8490762	1	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000531038/ENSG00000155275, intron 1 of 1)"	4	8482270	8509195	26926	1	"ENSG00000205959"	"ENST00000528132"	8492	NA	NA	NA
"4"	10181182	10181182	1	"-"	FALSE	TRUE	TRUE	"Distal Intergenic"	4	10167159	10167765	607	2	"ENSG00000251296"	"ENST00000511169"	-13417	NA	NA	NA
"4"	10185785	10185842	58	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	10199823	10200672	850	2	"ENSG00000248777"	"ENST00000511870"	14887	NA	NA	NA
"4"	10185898	10185898	1	"-"	TRUE	FALSE	TRUE	"Distal Intergenic"	4	10199823	10200672	850	2	"ENSG00000248777"	"ENST00000511870"	14774	NA	NA	NA
"4"	10461320	10461356	37	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000663264/ENSG00000287154, intron 1 of 2)"	4	10439880	10457426	17547	2	"ENSG00000178163"	"ENST00000326756"	-3930	"85460"	"ZNF518B"	"zinc finger protein 518B"
"4"	49300319	49300319	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	49246601	49246915	315	1	"ENSG00000248946"	"ENST00000510932"	53718	NA	NA	NA
"4"	49495009	49495009	1	"-"	TRUE	TRUE	FALSE	"Distal Intergenic"	4	49486926	49489554	2629	2	"ENSG00000248583"	"ENST00000399720"	-5455	NA	NA	NA
"4"	49514310	49514333	24	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	49507764	49508806	1043	2	"ENSG00000250769"	"ENST00000514077"	-5527	NA	NA	NA
"4"	56835283	56835283	1	"-"	FALSE	TRUE	TRUE	"Distal Intergenic"	4	56809861	56821742	11882	2	"ENSG00000128040"	"ENST00000248701"	-13541	"6691"	"SPINK2"	"serine peptidase inhibitor, Kazal type 2"
"4"	76050203	76050206	4	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000513353/ENSG00000156219, intron 1 of 3)"	4	76034690	76041415	6726	2	"ENSG00000169248"	"ENST00000503860"	-8791	"6373"	"CXCL11"	"C-X-C motif chemokine ligand 11"
"4"	78717765	78717765	1	"-"	TRUE	TRUE	FALSE	"Distal Intergenic"	4	78669690	78691671	21982	2	"ENSG00000287632"	"ENST00000660086"	-26094	NA	NA	NA
"4"	126956768	126956770	3	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	4	127028107	127028219	113	2	"ENSG00000199862"	"ENST00000362992"	71451	NA	NA	NA
"4"	172156108	172156108	1	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000506823/ENSG00000174473, intron 2 of 12)"	4	172052445	173040100	987656	1	"ENSG00000174473"	"ENST00000508122"	103663	"442117"	"GALNTL6"	"polypeptide N-acetylgalactosaminyltransferase like 6"
"4"	177227162	177227165	4	"-"	TRUE	TRUE	TRUE	"Intron (ENST00000656694/ENSG00000287544, intron 1 of 4)"	4	177242539	177248773	6235	2	"ENSG00000249008"	"ENST00000512516"	21611	NA	NA	NA
"5"	10390407	10390432	26	"+"	TRUE	TRUE	TRUE	"3' UTR"	5	10386925	10390500	3576	1	"ENSG00000145495"	"ENST00000506131"	3482	"10299"	"MARCHF6"	"membrane associated ring-CH-type finger 6"
"5"	19288569	19288575	7	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	5	19233366	19234487	1122	1	"ENSG00000249557"	"ENST00000505573"	55203	NA	NA	NA
"5"	56036281	56036281	1	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000645512/ENSG00000249236, intron 2 of 3)"	5	56059020	56111211	52192	1	"ENSG00000249236"	"ENST00000644169"	-22739	NA	NA	NA
"5"	88975542	88975542	1	"+"	TRUE	TRUE	FALSE	"Intron (ENST00000511100/ENSG00000248309, intron 3 of 3)"	5	88965875	89168668	202794	1	"ENSG00000248309"	"ENST00000514571"	9667	"101929423"	"MEF2C-AS1"	"MEF2C antisense RNA 1"
"5"	106246960	106247004	45	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	5	106415576	106417241	1666	2	"ENSG00000251204"	"ENST00000509159"	170237	NA	NA	NA
"5"	133239988	133239989	2	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000265342/ENSG00000053108, intron 7 of 15)"	5	133243764	133246931	3168	1	"ENSG00000249478"	"ENST00000504312"	-3775	NA	NA	NA
"5"	139627114	139627115	2	"+"	TRUE	TRUE	TRUE	"3' UTR"	5	139612002	139612363	362	2	"ENSG00000275506"	"ENST00000619270"	-14751	"115482720"	"H3P25"	"H3 histone pseudogene 25"
"5"	140653120	140653123	4	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000417647/ENSG00000113141, exon 5 of 20)"	5	140648314	140651747	3434	1	"ENSG00000113141"	"ENST00000512827"	4806	"3550"	"IK"	"IK cytokine"
"5"	140653992	140653992	1	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000417647/ENSG00000113141, exon 6 of 20)"	5	140658736	140662214	3479	1	"ENSG00000113141"	"ENST00000610522"	-4744	"3550"	"IK"	"IK cytokine"
"5"	146469586	146469586	1	"+"	FALSE	TRUE	TRUE	"Exon (ENST00000507175/ENSG00000113649, exon 6 of 11)"	5	146462057	146470739	8683	1	"ENSG00000113649"	"ENST00000510724"	7529	"10915"	"TCERG1"	"transcription elongation regulator 1"
"5"	150396411	150396411	1	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000650162/ENSG00000070814, exon 22 of 23)"	5	150389947	150392891	2945	1	"ENSG00000070814"	"ENST00000506630"	6464	"6949"	"TCOF1"	"treacle ribosome biogenesis factor 1"
"5"	150396520	150396520	1	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000650162/ENSG00000070814, exon 22 of 23)"	5	150389947	150392891	2945	1	"ENSG00000070814"	"ENST00000506630"	6573	"6949"	"TCOF1"	"treacle ribosome biogenesis factor 1"
"5"	150396601	150396614	14	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000650162/ENSG00000070814, exon 22 of 23)"	5	150389947	150392891	2945	1	"ENSG00000070814"	"ENST00000506630"	6654	"6949"	"TCOF1"	"treacle ribosome biogenesis factor 1"
"5"	150396715	150396776	62	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000650162/ENSG00000070814, exon 22 of 23)"	5	150389947	150392891	2945	1	"ENSG00000070814"	"ENST00000506630"	6768	"6949"	"TCOF1"	"treacle ribosome biogenesis factor 1"
"5"	177689304	177689307	4	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000509363/ENSG00000249849, intron 1 of 2)"	5	177682294	177713969	31676	1	"ENSG00000249849"	"ENST00000509363"	7010	NA	NA	NA
"5"	54738208	54738228	21	"-"	TRUE	TRUE	TRUE	"Downstream (1-2kb)"	5	54663327	54737057	73731	1	"ENSG00000287367"	"ENST00000662448"	74901	NA	NA	NA
"5"	65902213	65902213	1	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	5	65924629	65925135	507	2	"ENSG00000269961"	"ENST00000602982"	22922	NA	NA	NA
"5"	86570461	86570489	29	"-"	TRUE	TRUE	TRUE	"Distal Intergenic"	5	86617928	86620766	2839	1	"ENSG00000127184"	"ENST00000511472"	-47467	"1350"	"COX7C"	"cytochrome c oxidase subunit 7C"
"5"	141515423	141515423	1	"-"	TRUE	TRUE	FALSE	"3' UTR"	5	141508070	141511527	3458	1	"ENSG00000240184"	"ENST00000622836"	7353	"5098"	"PCDHGC3"	"protocadherin gamma subfamily C, 3"
"5"	141515719	141515719	1	"-"	TRUE	TRUE	TRUE	"3' UTR"	5	141508070	141511527	3458	1	"ENSG00000240184"	"ENST00000622836"	7649	"5098"	"PCDHGC3"	"protocadherin gamma subfamily C, 3"
"5"	176216484	176216484	1	"-"	TRUE	FALSE	TRUE	"Distal Intergenic"	5	176203314	176203710	397	2	"ENSG00000270989"	"ENST00000604368"	-12774	NA	NA	NA
"6"	2299691	2299691	1	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000657072/ENSG00000250903, intron 2 of 4)"	6	2306293	2352702	46410	1	"ENSG00000250903"	"ENST00000534160"	-6602	NA	NA	NA
"6"	7248799	7248809	11	"+"	TRUE	FALSE	TRUE	"Exon (ENST00000379933/ENSG00000124782, exon 12 of 12)"	6	7258910	7261993	3084	2	"ENSG00000285771"	"ENST00000650292"	13184	NA	NA	NA
"6"	7248875	7248905	31	"+"	TRUE	TRUE	TRUE	"Exon (ENST00000379933/ENSG00000124782, exon 12 of 12)"	6	7258910	7261993	3084	2	"ENSG00000285771"	"ENST00000650292"	13088	NA	NA	NA
"6"	11934030	11934030	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	6	11990338	12001286	10949	2	"ENSG00000225102"	"ENST00000456036"	67256	"101928253"	"LOC101928253"	"uncharacterized LOC101928253"
"6"	15211220	15211222	3	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	6	15243923	15245000	1078	2	"ENSG00000271888"	"ENST00000607711"	33778	NA	NA	NA
"6"	21163669	21163673	5	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000274695/ENSG00000145996, intron 13 of 15)"	6	21200812	21231441	30630	1	"ENSG00000145996"	"ENST00000476517"	-37139	"54901"	"CDKAL1"	"CDK5 regulatory subunit associated protein 1 like 1"
"6"	26299673	26299673	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	6	26277609	26285638	8030	2	"ENSG00000158406"	"ENST00000634956"	-14035	"8365"	"H4C8"	"H4 clustered histone 8"
"6"	26701481	26701481	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	6	26686241	26687964	1724	1	"ENSG00000261584"	"ENST00000562904"	15240	NA	NA	NA
"6"	28726015	28726015	1	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	28732017	28732904	888	1	"ENSG00000237425"	"ENST00000416785"	-6002	NA	NA	NA
"6"	29965022	29965099	78	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	29970801	29972464	1664	2	"ENSG00000229390"	"ENST00000413248"	7365	NA	NA	NA
"6"	31558303	31558303	1	"+"	FALSE	TRUE	TRUE	"Exon (ENST00000376146/ENSG00000204498, exon 4 of 4)"	6	31545276	31548427	3152	2	"ENSG00000213760"	"ENST00000415099"	-9876	"534"	"ATP6V1G2"	"ATPase H+ transporting V1 subunit G2"
"6"	34244839	34244911	73	"+"	TRUE	TRUE	TRUE	"3' UTR"	6	34248535	34284453	35919	1	"ENSG00000225339"	"ENST00000586726"	-3624	NA	NA	NA
"6"	34245249	34245250	2	"+"	TRUE	TRUE	TRUE	"3' UTR"	6	34248535	34284453	35919	1	"ENSG00000225339"	"ENST00000586726"	-3285	NA	NA	NA
"6"	34245297	34245352	56	"+"	TRUE	FALSE	TRUE	"3' UTR"	6	34248535	34284453	35919	1	"ENSG00000225339"	"ENST00000586726"	-3183	NA	NA	NA
"6"	34245400	34245401	2	"+"	TRUE	TRUE	TRUE	"3' UTR"	6	34248535	34284453	35919	1	"ENSG00000225339"	"ENST00000586726"	-3134	NA	NA	NA
"6"	37058289	37058289	1	"+"	TRUE	TRUE	FALSE	"Distal Intergenic"	6	37044860	37045189	330	1	"ENSG00000226976"	"ENST00000620597"	13429	NA	NA	NA
"6"	37423935	37423997	63	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	37433219	37444083	10865	1	"ENSG00000137200"	"ENST00000471097"	-9222	"23070"	"CMTR1"	"cap methyltransferase 1"
"6"	43910946	43910949	4	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	43851757	43852333	577	2	"ENSG00000223469"	"ENST00000451910"	-58613	NA	NA	NA
"6"	43971363	43971415	53	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	44000580	44005150	4571	1	"ENSG00000181577"	"ENST00000442114"	-29165	"221416"	"C6orf223"	"chromosome 6 open reading frame 223"
"6"	89721154	89721154	1	"+"	TRUE	TRUE	TRUE	"Intron (ENST00000369393/ENSG00000112159, intron 40 of 101)"	6	89673469	89675783	2315	1	"ENSG00000228124"	"ENST00000438877"	47685	NA	NA	NA
"6"	107275559	107275559	1	"+"	TRUE	FALSE	TRUE	"Intron (ENST00000369037/ENSG00000164494, intron 2 of 7)"	6	107229759	107230152	394	1	"ENSG00000220237"	"ENST00000402084"	45800	NA	NA	NA
"6"	135189853	135189854	2	"+"	TRUE	TRUE	FALSE	"Exon (ENST00000341911/ENSG00000118513, exon 4 of 16)"	6	135186018	135194686	8669	1	"ENSG00000118513"	"ENST00000430686"	3835	"4602"	"MYB"	"MYB proto-oncogene, transcription factor"
"6"	139441708	139441708	1	"+"	TRUE	TRUE	FALSE	"Intron (ENST00000650173/ENSG00000226571, intron 6 of 7)"	6	139456895	139473444	16550	2	"ENSG00000238099"	"ENST00000655740"	31736	"645434"	"LINC01625"	"long intergenic non-protein coding RNA 1625"
"6"	140148488	140148518	31	"+"	TRUE	TRUE	TRUE	"Distal Intergenic"	6	140158591	140158694	104	2	"ENSG00000252107"	"ENST00000516298"	10176	NA	NA	NA
"6"	146892053	146892053	1	"+"	TRUE	FALSE	TRUE	"Intron (ENST00000662679/ENSG00000233452, intron 5 of 10)"	6	146864459	146911606	47148	2	"ENSG00000233452"	"ENST00000443712"	19553	"729178"	"STXBP5-AS1"	"STXBP5 antisense RNA 1"
"6"	155364064	155364064	1	"+"	FALSE	TRUE	TRUE	"Distal Intergenic"	6	155380511	155381183	673	2	"ENSG00000232529"	"ENST00000453579"	17119	NA	NA	NA
